head := query_10Centriod
0-th query  distance:=60440
1010-th query  distance:=9172.2
1011-th query  distance:=42150.6
1012-th query  distance:=53963.5
1013-th query  distance:=31464.9
1014-th query  distance:=33077
1015-th query  distance:=50458.5
1016-th query  distance:=48768.9
1017-th query  distance:=40520.1
1018-th query  distance:=71957.8
1019-th query  distance:=57749.6
1020-th query  distance:=33246
1021-th query  distance:=39418.6
1022-th query  distance:=26726.9
1023-th query  distance:=11156.9
1024-th query  distance:=62440.2
1025-th query  distance:=48395.2
1026-th query  distance:=53296.7
1027-th query  distance:=34830.8
1028-th query  distance:=35991.1
1029-th query  distance:=43561.2
1030-th query  distance:=46522.4
1031-th query  distance:=44743.8
1032-th query  distance:=50436.7
1033-th query  distance:=60701
1034-th query  distance:=55080.1
1035-th query  distance:=53584.1
1036-th query  distance:=55544.7
1037-th query  distance:=35252.2
1038-th query  distance:=46627.7
1039-th query  distance:=15754.1
1040-th query  distance:=58410.4
1041-th query  distance:=51247
1042-th query  distance:=14242.6
1043-th query  distance:=43317.1
1044-th query  distance:=39732.7
1045-th query  distance:=43236
1046-th query  distance:=63377.6
1047-th query  distance:=39888.1
1048-th query  distance:=18668.6
1049-th query  distance:=45714.9
1050-th query  distance:=47792.5
1051-th query  distance:=6763.05
1052-th query  distance:=52802.2
1053-th query  distance:=34977.2
1054-th query  distance:=25226.8
1055-th query  distance:=40720.6
1056-th query  distance:=29713.5
1057-th query  distance:=46570.5
1058-th query  distance:=34492.6
1059-th query  distance:=27689.4
1060-th query  distance:=32808.7
1061-th query  distance:=72211.3
1062-th query  distance:=61743.2
1063-th query  distance:=30764.7
1064-th query  distance:=53986.1
1065-th query  distance:=47895.8
1066-th query  distance:=28578.3
1067-th query  distance:=37945.9
1068-th query  distance:=34594.6
1069-th query  distance:=82981.4
1070-th query  distance:=26773.4
1071-th query  distance:=30784.3
1072-th query  distance:=38629.7
1073-th query  distance:=57283.8
1074-th query  distance:=64116.1
1075-th query  distance:=37862.4
1076-th query  distance:=47985.2
1077-th query  distance:=11432.1
1078-th query  distance:=19740.6
1079-th query  distance:=24940
1080-th query  distance:=43903.3
1081-th query  distance:=60175.1
1082-th query  distance:=42793.9
1083-th query  distance:=55326
1084-th query  distance:=35939.5
1085-th query  distance:=43467.3
1086-th query  distance:=51476.6
1087-th query  distance:=42077.5
1088-th query  distance:=53388.9
1089-th query  distance:=43745.6
1090-th query  distance:=37153.2
1091-th query  distance:=40808.4
1092-th query  distance:=54560.1
1093-th query  distance:=43089.1
1094-th query  distance:=46230.8
1095-th query  distance:=16426.9
1096-th query  distance:=39206.4
1097-th query  distance:=36420.8
1098-th query  distance:=47743.6
1099-th query  distance:=57897.3
1100-th query  distance:=29137
1101-th query  distance:=54428.5
1102-th query  distance:=54889
1103-th query  distance:=53611.9
1104-th query  distance:=41889.3
1105-th query  distance:=63072
1106-th query  distance:=27835.4
1107-th query  distance:=23469.8
1108-th query  distance:=39934.6
1109-th query  distance:=55320.3
1110-th query  distance:=16860.5
1111-th query  distance:=47554.2
1112-th query  distance:=47829.7
1113-th query  distance:=50280.7
1114-th query  distance:=25368.9
1115-th query  distance:=49005.4
1116-th query  distance:=37287.6
1117-th query  distance:=52697.3
1118-th query  distance:=16315.7
1119-th query  distance:=29075.7
1120-th query  distance:=11063.3
1121-th query  distance:=55639.4
1122-th query  distance:=22052.1
1123-th query  distance:=30546.4
1124-th query  distance:=62716
1125-th query  distance:=46595.2
1126-th query  distance:=29889.9
1127-th query  distance:=40671.4
1128-th query  distance:=34677.4
1129-th query  distance:=24333.6
1130-th query  distance:=30424.7
1131-th query  distance:=36404.5
1132-th query  distance:=61009.8
1133-th query  distance:=63244.9
1134-th query  distance:=50007.7
1135-th query  distance:=36656.3
1136-th query  distance:=29874.2
1137-th query  distance:=36370.5
1138-th query  distance:=59552.8
1139-th query  distance:=22020.4
1140-th query  distance:=56789.6
1141-th query  distance:=51788.1
1142-th query  distance:=33454.9
1143-th query  distance:=17825.6
1144-th query  distance:=52542.9
1145-th query  distance:=28808.3
1146-th query  distance:=25724.6
1147-th query  distance:=39748.9
1148-th query  distance:=43958.4
1149-th query  distance:=54673.9
1150-th query  distance:=51020.6
1151-th query  distance:=35778
1152-th query  distance:=25211.3
1153-th query  distance:=46313
1154-th query  distance:=49689.8
1155-th query  distance:=31996.4
1156-th query  distance:=38263.4
1157-th query  distance:=38218.2
1158-th query  distance:=55375.4
1159-th query  distance:=52400.7
1160-th query  distance:=17833.4
1161-th query  distance:=46501.6
1162-th query  distance:=31966.9
1163-th query  distance:=68023.2
1164-th query  distance:=26665.3
1165-th query  distance:=16245.5
1166-th query  distance:=4169.33
1167-th query  distance:=53588.6
1168-th query  distance:=43135.4
1169-th query  distance:=9835.65
1170-th query  distance:=39382
1171-th query  distance:=40757.7
1172-th query  distance:=54507.8
1173-th query  distance:=45160.8
1174-th query  distance:=18896.6
1175-th query  distance:=48313.5
1176-th query  distance:=27007.2
1177-th query  distance:=59674.5
1178-th query  distance:=23344.3
1179-th query  distance:=11560.5
1180-th query  distance:=7714.77
1181-th query  distance:=54110.3
1182-th query  distance:=50649.4
1183-th query  distance:=24499
1184-th query  distance:=57729.4
1185-th query  distance:=36089.7
1186-th query  distance:=3461.88
1187-th query  distance:=20402.4
1188-th query  distance:=25486.7
1189-th query  distance:=56726.2
1190-th query  distance:=57132.4
1191-th query  distance:=32812.3
1192-th query  distance:=50506.3
1193-th query  distance:=5325.66
1194-th query  distance:=42539.4
1195-th query  distance:=13199.3
1196-th query  distance:=23953.9
1197-th query  distance:=61993.9
1198-th query  distance:=53628.9
1199-th query  distance:=39976.1
1200-th query  distance:=25297.5
1201-th query  distance:=82490.3
1202-th query  distance:=45485.5
1203-th query  distance:=51482.5
1204-th query  distance:=22089.7
1205-th query  distance:=46553.7
1206-th query  distance:=40952.6
1207-th query  distance:=32870.3
1208-th query  distance:=29267.7
1209-th query  distance:=37017.7
1210-th query  distance:=38318.2
1211-th query  distance:=33081.4
1212-th query  distance:=48430.2
1213-th query  distance:=24170.7
1214-th query  distance:=41060.2
1215-th query  distance:=28730.7
1216-th query  distance:=16524.6
1217-th query  distance:=59860.5
1218-th query  distance:=53633.6
1219-th query  distance:=45615.3
1220-th query  distance:=66472.6
1221-th query  distance:=50257.8
1222-th query  distance:=14842
1223-th query  distance:=42640.6
1224-th query  distance:=66074.6
1225-th query  distance:=44466.3
1226-th query  distance:=51541.5
1227-th query  distance:=35821.9
1228-th query  distance:=19174.2
1229-th query  distance:=47190.8
1230-th query  distance:=53192
1231-th query  distance:=58139.3
1232-th query  distance:=52667.5
1233-th query  distance:=56563.1
1234-th query  distance:=15429.9
1235-th query  distance:=51222.8
1236-th query  distance:=55902
1237-th query  distance:=34970.4
1238-th query  distance:=38622.1
1239-th query  distance:=19249.8
1240-th query  distance:=47855.8
1241-th query  distance:=54394
1242-th query  distance:=54424.9
1243-th query  distance:=47125.7
1244-th query  distance:=63853.9
1245-th query  distance:=31799.7
1246-th query  distance:=37861
1247-th query  distance:=44676.1
1248-th query  distance:=52163.7
1249-th query  distance:=31434
1250-th query  distance:=26016.4
1251-th query  distance:=55692.4
1252-th query  distance:=45923.6
1253-th query  distance:=11124.5
1254-th query  distance:=34034.9
1255-th query  distance:=58523.2
1256-th query  distance:=40003
1257-th query  distance:=53861
1258-th query  distance:=5249.91
1259-th query  distance:=6409.83
1260-th query  distance:=54196.3
1261-th query  distance:=21742.7
1262-th query  distance:=54103.1
1263-th query  distance:=14065.1
1264-th query  distance:=32651.7
1265-th query  distance:=40883.6
1266-th query  distance:=63099.2
1267-th query  distance:=27415.2
1268-th query  distance:=39360.9
1269-th query  distance:=44934.2
1270-th query  distance:=53738.2
1271-th query  distance:=25748.7
1272-th query  distance:=51240.4
1273-th query  distance:=68337.3
1274-th query  distance:=26677.5
1275-th query  distance:=62187.5
1276-th query  distance:=21967.9
1277-th query  distance:=24721.2
1278-th query  distance:=46048.9
1279-th query  distance:=52306.5
1280-th query  distance:=32740.1
1281-th query  distance:=24502.9
1282-th query  distance:=52028.9
1283-th query  distance:=44667
1284-th query  distance:=19262.2
1285-th query  distance:=37008.3
1286-th query  distance:=13371.5
1287-th query  distance:=46614.8
1288-th query  distance:=56990.4
1289-th query  distance:=45641.3
1290-th query  distance:=11644.3
1291-th query  distance:=7907.93
1292-th query  distance:=53875.6
1293-th query  distance:=9382.63
1294-th query  distance:=53802.2
1295-th query  distance:=46503.7
1296-th query  distance:=42402.9
1297-th query  distance:=70040.8
1298-th query  distance:=39843.9
1299-th query  distance:=48309.7
1300-th query  distance:=10588.3
1301-th query  distance:=41317.9
1302-th query  distance:=64365.5
1303-th query  distance:=22145.3
1304-th query  distance:=13361.4
1305-th query  distance:=45947.4
1306-th query  distance:=58705.1
1307-th query  distance:=54130.6
1308-th query  distance:=55429.4
1309-th query  distance:=39019
1310-th query  distance:=1700.5
1311-th query  distance:=42522.2
1312-th query  distance:=15695.6
1313-th query  distance:=36809.3
1314-th query  distance:=62462
1315-th query  distance:=42492.5
1316-th query  distance:=43247.1
1317-th query  distance:=44310
1318-th query  distance:=31880.4
1319-th query  distance:=58247.2
1320-th query  distance:=11999.4
1321-th query  distance:=27188.7
1322-th query  distance:=51261.4
1323-th query  distance:=47590.3
1324-th query  distance:=59548.7
1325-th query  distance:=33886.6
1326-th query  distance:=15240
1327-th query  distance:=9390.88
1328-th query  distance:=67529.9
1329-th query  distance:=7745.18
1330-th query  distance:=21555.8
1331-th query  distance:=47392.5
1332-th query  distance:=45879.5
1333-th query  distance:=50526.3
1334-th query  distance:=39743.9
1335-th query  distance:=22471.9
1336-th query  distance:=36520.7
1337-th query  distance:=61863.6
1338-th query  distance:=21574.4
1339-th query  distance:=53613.8
1340-th query  distance:=43481
1341-th query  distance:=33115.1
1342-th query  distance:=43992.4
1343-th query  distance:=25717.2
1344-th query  distance:=16481.8
1345-th query  distance:=71985.2
1346-th query  distance:=38791.3
1347-th query  distance:=22965.5
1348-th query  distance:=57719.2
1349-th query  distance:=56585.8
1350-th query  distance:=40881.6
1351-th query  distance:=47720.3
1352-th query  distance:=35693.9
1353-th query  distance:=43452.1
1354-th query  distance:=46964
1355-th query  distance:=54171
1356-th query  distance:=37765.8
1357-th query  distance:=49379.4
1358-th query  distance:=54557.1
1359-th query  distance:=18588.8
1360-th query  distance:=34264.2
1361-th query  distance:=31414.1
1362-th query  distance:=47873.9
1363-th query  distance:=32076
1364-th query  distance:=22844.9
1365-th query  distance:=40899
1366-th query  distance:=44733.4
1367-th query  distance:=49717.4
1368-th query  distance:=34344.2
1369-th query  distance:=53261.6
1370-th query  distance:=39277.7
1371-th query  distance:=47093.9
1372-th query  distance:=14927.4
1373-th query  distance:=41022.2
1374-th query  distance:=44974.6
1375-th query  distance:=41211.7
1376-th query  distance:=37030.4
1377-th query  distance:=16951.9
1378-th query  distance:=25080.3
1379-th query  distance:=34936.5
1380-th query  distance:=59712
1381-th query  distance:=43364.6
1382-th query  distance:=20356.9
1383-th query  distance:=28761
1384-th query  distance:=42156.5
1385-th query  distance:=27358.1
1386-th query  distance:=17952
1387-th query  distance:=51759.3
1388-th query  distance:=31777.8
1389-th query  distance:=48299.3
1390-th query  distance:=28731.8
1391-th query  distance:=54795.3
1392-th query  distance:=43000.5
1393-th query  distance:=18961.8
1394-th query  distance:=89776.4
1395-th query  distance:=51824.1
1396-th query  distance:=24556.8
1397-th query  distance:=55272.2
1398-th query  distance:=8984.14
1399-th query  distance:=37786.4
1400-th query  distance:=50993
1401-th query  distance:=42591.1
1402-th query  distance:=14629.1
1403-th query  distance:=11553.9
1404-th query  distance:=46170.4
1405-th query  distance:=51175.3
